order_id,order_date,customer_age,product_category,order_value,discount_applied,payment_method,delivery_time_days,customer_rating,order_status
650,11/21/2024,48.0,Electronics,3029.35,No,COD,5.0,3.8,Delivered
651,6/26/2024,39.0,Sports,4468.82,Yes,Wallet,1.0,4.6,Returned
652,4/28/2024,20.0,Electronics,3874.23,Yes,Card,7.0,2.5,Delivered
653,1/6/2024,27.0,Home & Kitchen,22162.37,No,Wallet,7.0,1.9,Returned
654,3/21/2024,56.0,Sports,10942.73,Yes,UPI,8.0,3.5,Returned
655,10/17/2024,22.0,Home & Kitchen,17454.9,Yes,Wallet,2.0,2.3,Delivered
656,12/13/2024,32.0,Sports,7652.03,Yes,COD,1.0,3.0,Delivered
657,6/23/2024,62.0,Home & Kitchen,8479.93,Yes,UPI,1.0,4.0,Cancelled
658,3/11/2024,18.0,Home & Kitchen,19513.08,No,UPI,1.0,3.4,Cancelled
659,10/30/2024,44.0,Home & Kitchen,22129.17,No,COD,1.0,1.2,Cancelled
660,5/22/2024,54.0,Sports,23335.49,Yes,Card,9.0,3.0,Delivered
661,2/20/2024,33.0,Fashion,12717.02,Yes,Wallet,7.0,4.2,Delivered
662,3/18/2024,59.0,Sports,8900.53,No,Card,2.0,2.6,Returned
663,2/1/2024,24.0,Electronics,12117.09,No,Wallet,10.0,4.5,Delivered
664,4/23/2024,34.0,Fashion,1806.38,No,COD,8.0,4.9,Delivered
665,4/18/2024,30.0,Beauty,2810.34,Yes,COD,1.0,2.7,Returned
666,8/27/2024,54.0,Home & Kitchen,16008.55,Yes,UPI,5.0,1.5,Cancelled
667,4/23/2024,32.0,Beauty,5011.86,No,Wallet,1.0,1.5,Cancelled
668,12/14/2024,47.0,Sports,6359.36,No,UPI,7.0,1.5,Returned
669,5/31/2024,24.0,Home & Kitchen,8720.24,Yes,Card,10.0,3.6,Delivered
670,4/12/2024,34.0,Electronics,13145.33,Yes,Wallet,7.0,2.8,Returned
671,10/19/2024,50.0,Beauty,23199.63,No,Card,6.0,1.3,Delivered
672,3/3/2024,26.0,Fashion,21400.22,Yes,COD,3.0,4.5,Cancelled
673,6/7/2024,32.0,Sports,22616.43,Yes,COD,3.0,2.0,Returned
674,6/29/2024,33.0,Home & Kitchen,16137.81,Yes,UPI,8.0,1.7,Delivered
675,1/23/2024,33.0,Electronics,2429.08,Yes,UPI,2.0,4.3,Returned
676,5/4/2024,43.0,Books,22803.44,No,Wallet,3.0,2.2,Returned
677,8/17/2024,18.0,Electronics,10431.06,Yes,COD,8.0,4.3,Cancelled
678,3/11/2024,61.0,Sports,6885.84,No,UPI,1.0,2.5,Delivered
679,1/14/2024,30.0,Books,22452.52,No,COD,5.0,2.3,Returned
680,11/1/2024,38.0,Electronics,15525.99,No,COD,4.0,1.7,Returned
681,7/14/2024,49.0,Home & Kitchen,24242.18,Yes,COD,5.0,2.0,Cancelled
682,9/12/2024,32.0,Home & Kitchen,8124.97,Yes,UPI,4.0,1.6,Cancelled
683,10/7/2024,62.0,Beauty,22276.05,Yes,UPI,2.0,4.7,Cancelled
684,5/14/2024,65.0,Fashion,4176.14,Yes,Wallet,9.0,3.8,Cancelled
685,12/7/2024,25.0,Fashion,23146.11,Yes,Card,7.0,1.8,Delivered
686,8/7/2024,48.0,Home & Kitchen,24256.07,Yes,UPI,9.0,2.6,Delivered
687,11/22/2024,56.0,Electronics,8381.0,No,Wallet,9.0,1.8,Cancelled
688,3/28/2024,22.0,Fashion,14890.99,No,UPI,4.0,3.1,Cancelled
689,2/25/2024,32.0,Fashion,4753.8,No,Card,4.0,4.1,Cancelled
690,9/1/2024,36.0,Sports,10719.34,No,UPI,6.0,4.3,Delivered
691,11/18/2024,56.0,Books,15292.96,No,Card,7.0,3.8,Returned
692,10/12/2024,53.0,Sports,6157.2,No,COD,7.0,3.1,Delivered
693,10/14/2024,37.0,Books,2973.09,Yes,Wallet,5.0,2.9,Cancelled
694,8/24/2024,41.0,Sports,18965.07,No,UPI,5.0,1.1,Cancelled
695,2/23/2024,19.0,Books,12720.12,Yes,Wallet,5.0,2.3,Cancelled
696,3/6/2024,64.0,Sports,17926.79,Yes,Card,6.0,1.7,Returned
697,8/28/2024,18.0,Beauty,3738.12,Yes,Card,2.0,3.9,Returned
698,10/28/2024,20.0,Fashion,4921.0,No,Wallet,4.0,2.1,Returned
699,12/18/2024,38.0,Sports,17496.22,No,Wallet,8.0,3.2,Cancelled
700,7/27/2024,46.0,Sports,4348.49,No,Card,2.0,2.0,Returned
701,8/29/2024,59.0,Sports,1627.34,No,UPI,7.0,2.3,Delivered
702,11/7/2024,23.0,Electronics,2430.71,Yes,Card,5.0,5.0,Delivered
703,5/17/2024,54.0,Fashion,5859.59,Yes,Card,8.0,1.4,Returned
704,3/8/2024,58.0,Home & Kitchen,3681.13,No,UPI,1.0,3.6,Delivered
705,9/9/2024,48.0,Beauty,19782.33,Yes,Card,5.0,1.8,Returned
706,12/1/2024,64.0,Beauty,17994.29,No,Wallet,5.0,2.7,Delivered
707,6/13/2024,39.0,Home & Kitchen,15848.12,No,COD,7.0,2.0,Cancelled
708,4/27/2024,40.0,Electronics,10047.58,Yes,UPI,9.0,2.1,Returned
709,11/21/2024,50.0,Beauty,14477.84,Yes,UPI,5.0,1.6,Returned
710,5/15/2024,59.0,Beauty,8807.03,No,Wallet,2.0,1.2,Returned
711,1/14/2024,45.0,Fashion,11872.62,No,UPI,1.0,1.3,Returned
712,10/10/2024,55.0,Electronics,23698.71,No,Wallet,6.0,1.7,Returned
713,9/5/2024,33.0,Electronics,21376.35,Yes,Wallet,10.0,3.8,Delivered
714,3/25/2024,57.0,Electronics,8219.87,Yes,Wallet,8.0,3.9,Returned
715,9/19/2024,42.0,Home & Kitchen,8361.67,No,COD,10.0,3.7,Cancelled
716,3/25/2024,32.0,Beauty,20176.11,No,UPI,1.0,3.8,Returned
717,7/1/2024,18.0,Sports,24233.59,Yes,Card,5.0,3.9,Cancelled
718,5/15/2024,27.0,Sports,7675.08,No,Wallet,4.0,3.2,Returned
719,3/1/2024,28.0,Beauty,12102.76,No,Wallet,7.0,3.4,Returned
720,4/30/2024,58.0,Electronics,13184.6,No,Card,4.0,3.9,Cancelled
721,3/25/2024,57.0,Beauty,20555.2,No,UPI,6.0,2.6,Delivered
722,10/6/2024,57.0,Home & Kitchen,7010.56,Yes,Wallet,6.0,4.4,Delivered
723,7/23/2024,41.0,Books,15345.84,Yes,COD,5.0,4.0,Returned
724,4/30/2024,60.0,Fashion,2141.86,No,Wallet,7.0,4.3,Delivered
725,9/28/2024,28.0,Beauty,16977.19,Yes,Card,7.0,1.5,Delivered
726,5/25/2024,48.0,Books,10447.26,Yes,Wallet,5.0,1.3,Delivered
727,7/13/2024,58.0,Electronics,2402.14,No,UPI,5.0,3.7,Delivered
728,7/29/2024,41.0,Sports,14668.85,Yes,COD,5.0,2.1,Delivered
729,10/1/2024,22.0,Beauty,10789.07,No,Card,2.0,3.1,Cancelled
730,3/11/2024,28.0,Beauty,9706.78,No,UPI,3.0,1.7,Cancelled
731,11/30/2024,46.0,Fashion,17509.86,Yes,UPI,9.0,2.7,Returned
732,10/5/2024,63.0,Electronics,8007.82,Yes,Card,8.0,1.6,Cancelled
733,3/4/2024,20.0,Fashion,1285.43,No,Card,2.0,3.2,Delivered
734,5/27/2024,59.0,Sports,24074.14,No,COD,1.0,3.5,Cancelled
735,4/10/2024,29.0,Home & Kitchen,20143.69,Yes,UPI,2.0,2.1,Delivered
736,11/22/2024,43.0,Home & Kitchen,6011.23,Yes,Card,4.0,2.8,Delivered
737,9/16/2024,54.0,Electronics,11349.01,No,COD,2.0,3.2,Cancelled
738,11/15/2024,36.0,Beauty,16987.44,Yes,Wallet,2.0,2.2,Cancelled
739,6/26/2024,22.0,Sports,24916.54,No,Card,4.0,1.9,Delivered
740,11/20/2024,53.0,Books,18023.09,No,COD,3.0,1.2,Delivered
741,12/22/2024,26.0,Fashion,3515.73,Yes,COD,6.0,4.4,Returned
742,7/23/2024,34.0,Books,8308.71,Yes,COD,8.0,1.9,Returned
743,11/12/2024,20.0,Sports,16946.52,No,Card,4.0,4.0,Returned
744,5/19/2024,43.0,Home & Kitchen,20058.69,Yes,UPI,7.0,4.0,Delivered
745,10/8/2024,28.0,Books,2143.54,Yes,Wallet,5.0,5.0,Cancelled
746,12/26/2024,61.0,Fashion,15663.64,No,Card,8.0,1.8,Delivered
747,12/30/2024,61.0,Fashion,1039.25,No,COD,7.0,1.4,Delivered
748,11/19/2024,37.0,Beauty,17933.27,No,Card,9.0,2.0,Cancelled
749,7/19/2024,22.0,Sports,2141.02,No,Card,1.0,4.1,Delivered
750,6/23/2024,62.0,Books,6590.1,Yes,COD,1.0,1.2,Returned
751,11/4/2024,41.0,Electronics,1653.98,Yes,UPI,5.0,4.0,Cancelled
752,10/4/2024,36.0,Home & Kitchen,3588.27,No,COD,7.0,1.9,Returned
753,9/18/2024,46.0,Electronics,5243.57,No,Card,6.0,1.9,Delivered
754,11/5/2024,25.0,Sports,644.29,Yes,Card,3.0,3.6,Delivered
755,9/23/2024,61.0,Books,5863.39,Yes,UPI,6.0,1.9,Delivered
756,5/30/2024,19.0,Sports,17671.27,Yes,Card,6.0,3.1,Cancelled
757,4/1/2024,28.0,Electronics,3027.94,No,Card,1.0,1.5,Delivered
758,11/23/2024,28.0,Beauty,18580.59,Yes,Card,10.0,2.3,Cancelled
759,8/14/2024,29.0,Beauty,6368.7,No,Wallet,7.0,2.6,Delivered
760,6/25/2024,31.0,Electronics,21760.2,Yes,COD,1.0,4.5,Delivered
761,3/8/2024,39.0,Books,19093.15,No,Card,8.0,2.1,Delivered
762,12/14/2024,42.0,Home & Kitchen,6535.52,Yes,COD,2.0,1.7,Returned
763,4/6/2024,47.0,Books,24174.85,Yes,UPI,3.0,1.9,Delivered
764,7/9/2024,34.0,Home & Kitchen,15804.3,No,Wallet,4.0,4.6,Delivered
765,11/9/2024,58.0,Beauty,23937.88,No,COD,3.0,2.6,Cancelled
766,6/16/2024,50.0,Home & Kitchen,8528.66,No,Wallet,1.0,1.5,Cancelled
767,5/5/2024,47.0,Sports,12271.35,Yes,Card,3.0,4.8,Cancelled
768,8/12/2024,58.0,Home & Kitchen,18028.98,Yes,COD,5.0,3.8,Cancelled
769,12/6/2024,58.0,Electronics,1814.66,No,Card,7.0,4.4,Returned
770,6/20/2024,33.0,Home & Kitchen,12375.38,No,UPI,8.0,4.9,Cancelled
771,4/30/2024,19.0,Books,8574.82,Yes,UPI,7.0,2.9,Delivered
772,2/20/2024,20.0,Books,18288.85,No,Wallet,6.0,2.6,Delivered
773,12/4/2024,33.0,Electronics,12341.79,Yes,Card,2.0,1.1,Delivered
774,1/14/2024,48.0,Electronics,7880.02,No,COD,9.0,2.8,Delivered
775,2/14/2024,26.0,Books,5972.38,No,COD,3.0,1.7,Returned
776,7/30/2024,18.0,Books,9277.94,No,UPI,9.0,1.8,Delivered
777,3/23/2024,55.0,Electronics,13212.03,Yes,UPI,2.0,4.6,Delivered
778,1/21/2024,45.0,Fashion,2952.7,Yes,Wallet,6.0,3.4,Returned
779,10/5/2024,55.0,Sports,20105.63,Yes,UPI,5.0,2.5,Cancelled
780,6/8/2024,26.0,Sports,10094.62,Yes,UPI,10.0,3.8,Delivered
781,10/19/2024,55.0,Home & Kitchen,21365.88,Yes,Card,6.0,5.0,Cancelled
782,5/4/2024,51.0,Electronics,18191.55,No,Card,3.0,4.6,Returned
783,12/18/2024,37.0,Fashion,24021.0,Yes,Wallet,9.0,2.6,Returned
784,1/1/2024,31.0,Beauty,21239.56,No,Card,2.0,2.9,Returned
785,4/8/2024,42.0,Books,15110.74,Yes,Card,5.0,2.8,Returned
786,4/15/2024,43.0,Fashion,21494.78,No,COD,6.0,2.3,Cancelled
787,1/20/2024,52.0,Beauty,8550.73,No,Wallet,7.0,1.3,Returned
788,1/23/2024,60.0,Electronics,5369.35,Yes,UPI,4.0,3.5,Delivered
789,8/6/2024,34.0,Books,23588.06,No,Wallet,3.0,3.7,Cancelled
790,11/16/2024,26.0,Fashion,8568.68,No,COD,9.0,4.8,Cancelled
791,4/12/2024,59.0,Beauty,7956.63,Yes,UPI,5.0,2.8,Returned
792,5/28/2024,60.0,Electronics,1682.39,No,UPI,10.0,2.8,Delivered
793,4/8/2024,42.0,Sports,8973.67,Yes,Wallet,4.0,4.0,Cancelled
794,1/4/2024,65.0,Electronics,24751.2,No,COD,4.0,4.3,Returned
795,6/3/2024,22.0,Beauty,4206.63,No,UPI,5.0,4.7,Returned
796,1/11/2024,28.0,Electronics,17881.46,Yes,COD,7.0,4.1,Returned
797,6/1/2024,45.0,Sports,3791.13,Yes,UPI,3.0,3.6,Returned
798,3/28/2024,54.0,Fashion,16912.51,No,COD,10.0,4.8,Cancelled
799,9/1/2024,49.0,Fashion,18532.94,Yes,Wallet,7.0,4.6,Returned
800,10/30/2024,44.0,Home & Kitchen,22034.48,Yes,Card,5.0,2.9,Delivered
801,3/25/2024,53.0,Fashion,14336.76,Yes,UPI,4.0,2.8,Cancelled
802,6/27/2024,25.0,Home & Kitchen,9718.33,No,Wallet,1.0,1.5,Cancelled
803,8/27/2024,58.0,Books,18999.95,No,Wallet,4.0,3.0,Returned
804,8/3/2024,37.0,Books,1645.53,Yes,COD,7.0,4.5,Returned
805,11/12/2024,28.0,Beauty,20319.61,No,Card,9.0,1.3,Returned
806,9/21/2024,22.0,Home & Kitchen,12094.44,No,Card,10.0,2.6,Cancelled
807,12/20/2024,28.0,Sports,4855.01,No,COD,9.0,2.1,Returned
808,7/3/2024,28.0,Beauty,12379.06,Yes,Wallet,6.0,1.7,Delivered
809,11/15/2024,52.0,Books,19832.68,Yes,Card,2.0,2.7,Delivered
810,8/5/2024,38.0,Sports,2300.91,No,Wallet,4.0,4.4,Cancelled
811,12/26/2024,50.0,Fashion,22774.68,Yes,Wallet,7.0,4.9,Returned
812,3/1/2024,40.0,Electronics,16910.99,Yes,Card,2.0,2.1,Delivered
813,5/18/2024,62.0,Fashion,23272.16,No,Card,7.0,2.9,Delivered
814,11/1/2024,38.0,Fashion,5118.98,No,COD,4.0,3.2,Cancelled
815,2/21/2024,39.0,Home & Kitchen,19344.62,Yes,Wallet,2.0,4.9,Returned
816,4/4/2024,65.0,Books,22935.06,No,Card,7.0,3.8,Cancelled
817,6/4/2024,26.0,Books,557.92,Yes,UPI,3.0,4.3,Delivered
818,12/8/2024,65.0,Fashion,9302.76,No,UPI,4.0,1.9,Returned
819,5/24/2024,41.0,Electronics,19256.45,Yes,COD,5.0,2.4,Returned
820,11/1/2024,29.0,Sports,22055.41,Yes,UPI,7.0,1.2,Delivered
821,7/8/2024,54.0,Electronics,6602.53,Yes,Card,4.0,2.6,Returned
822,6/6/2024,31.0,Books,13613.15,No,COD,3.0,4.7,Cancelled
823,5/20/2024,39.0,Home & Kitchen,380.54,No,Card,8.0,1.8,Cancelled
824,2/11/2024,57.0,Books,5973.15,No,Card,6.0,4.3,Cancelled
825,11/12/2024,65.0,Sports,10234.52,No,COD,7.0,1.6,Returned
826,1/26/2024,19.0,Sports,908.97,No,Wallet,5.0,3.6,Cancelled
827,9/16/2024,61.0,Fashion,16358.69,Yes,COD,7.0,1.3,Returned
828,11/30/2024,59.0,Sports,15329.93,No,Card,10.0,1.8,Returned
829,6/17/2024,38.0,Home & Kitchen,7734.47,No,UPI,2.0,4.8,Returned
830,6/23/2024,40.0,Beauty,10961.76,No,Card,5.0,4.6,Cancelled
831,10/14/2024,36.0,Books,16195.52,Yes,UPI,4.0,2.1,Returned
832,5/13/2024,36.0,Fashion,23068.36,Yes,COD,5.0,4.2,Cancelled
833,6/12/2024,20.0,Fashion,6183.05,No,UPI,6.0,3.4,Returned
834,1/9/2024,20.0,Books,17961.09,Yes,UPI,10.0,1.3,Cancelled
835,2/5/2024,25.0,Books,5589.42,Yes,UPI,3.0,1.7,Delivered
836,2/22/2024,36.0,Books,24404.11,No,Card,1.0,3.2,Delivered
837,9/25/2024,47.0,Home & Kitchen,17769.98,No,COD,1.0,1.8,Delivered
838,2/13/2024,48.0,Home & Kitchen,8651.67,Yes,COD,8.0,1.4,Cancelled
839,11/9/2024,33.0,Fashion,8825.62,No,Card,9.0,4.8,Delivered
840,3/28/2024,38.0,Fashion,20544.4,Yes,Card,10.0,2.7,Returned
841,12/7/2024,60.0,Books,22716.92,No,UPI,5.0,3.3,Delivered
842,6/12/2024,32.0,Sports,24238.82,Yes,COD,4.0,1.1,Cancelled
843,9/15/2024,52.0,Sports,3861.42,No,COD,10.0,4.4,Cancelled
844,1/2/2024,58.0,Books,23152.74,Yes,Card,3.0,2.1,Delivered
845,11/20/2024,54.0,Electronics,11577.88,No,COD,6.0,2.8,Delivered
846,11/15/2024,25.0,Home & Kitchen,5608.2,No,Wallet,4.0,4.4,Delivered
847,11/15/2024,60.0,Beauty,19391.65,Yes,COD,1.0,5.0,Delivered
848,7/9/2024,37.0,Sports,23127.16,No,UPI,7.0,3.4,Delivered
849,3/22/2024,21.0,Books,1615.02,No,UPI,1.0,4.3,Delivered
850,2/6/2024,50.0,Sports,11860.48,Yes,Wallet,9.0,4.4,Cancelled
851,5/29/2024,33.0,Home & Kitchen,11820.38,Yes,Card,5.0,2.5,Delivered
852,6/24/2024,23.0,Fashion,12225.91,Yes,COD,9.0,3.5,Delivered
853,3/7/2024,25.0,Beauty,491.52,No,Wallet,5.0,1.3,Delivered
854,7/22/2024,59.0,Sports,12445.32,No,Wallet,4.0,1.9,Delivered
855,6/2/2024,29.0,Sports,5662.03,No,Wallet,7.0,1.4,Cancelled
856,8/13/2024,34.0,Beauty,11230.73,Yes,UPI,9.0,3.6,Returned
857,11/7/2024,50.0,Electronics,11703.85,Yes,Card,10.0,2.9,Delivered
858,2/1/2024,60.0,Books,7022.07,No,Wallet,5.0,4.0,Cancelled
859,12/1/2024,26.0,Books,8385.64,Yes,COD,7.0,4.0,Returned
860,10/25/2024,51.0,Home & Kitchen,6818.77,Yes,Card,2.0,2.5,Delivered
861,6/18/2024,20.0,Books,10080.4,No,Wallet,4.0,2.5,Delivered
862,6/30/2024,62.0,Sports,16258.49,Yes,UPI,1.0,2.6,Returned
863,9/5/2024,31.0,Sports,6372.9,No,Wallet,6.0,3.2,Cancelled
864,1/23/2024,55.0,Fashion,16179.27,Yes,Wallet,4.0,4.8,Returned
865,4/12/2024,26.0,Books,10786.56,Yes,Card,1.0,2.3,Delivered
866,12/13/2024,53.0,Electronics,2089.95,No,Card,9.0,2.9,Cancelled
867,5/23/2024,32.0,Sports,16804.09,Yes,UPI,3.0,3.2,Cancelled
868,8/17/2024,51.0,Sports,17914.57,No,Wallet,6.0,4.7,Cancelled
869,9/18/2024,44.0,Electronics,4367.29,Yes,Wallet,10.0,2.1,Delivered
870,5/13/2024,33.0,Sports,14020.88,Yes,Wallet,6.0,4.5,Cancelled
871,11/2/2024,32.0,Beauty,15311.55,No,Card,10.0,3.2,Cancelled
872,5/15/2024,41.0,Books,2314.1,Yes,UPI,10.0,4.8,Cancelled
873,10/26/2024,31.0,Sports,16859.38,No,Wallet,4.0,1.3,Returned
874,9/13/2024,26.0,Books,24076.01,Yes,COD,3.0,3.7,Delivered
875,1/19/2024,31.0,Fashion,21354.03,Yes,Card,8.0,4.1,Delivered
876,10/28/2024,39.0,Beauty,5002.24,Yes,Wallet,2.0,3.2,Cancelled
877,9/20/2024,27.0,Books,12391.03,Yes,Card,4.0,3.4,Cancelled
878,11/18/2024,25.0,Home & Kitchen,20095.88,No,UPI,1.0,2.0,Cancelled
879,10/28/2024,61.0,Electronics,22473.53,Yes,Card,10.0,1.1,Returned
880,2/23/2024,54.0,Books,21108.34,Yes,Card,7.0,1.3,Returned
881,3/26/2024,49.0,Home & Kitchen,7787.81,Yes,COD,7.0,2.1,Delivered
882,1/1/2024,40.0,Fashion,13993.33,No,COD,10.0,2.8,Delivered
883,6/11/2024,40.0,Electronics,24116.11,No,COD,3.0,3.2,Delivered
884,2/8/2024,61.0,Electronics,22869.6,No,COD,2.0,1.5,Delivered
885,11/21/2024,26.0,Sports,4568.99,Yes,Card,7.0,4.9,Returned
886,8/25/2024,60.0,Sports,6810.5,Yes,COD,6.0,2.7,Cancelled
887,7/3/2024,27.0,Sports,1906.71,Yes,UPI,6.0,3.6,Cancelled
888,8/29/2024,34.0,Fashion,3137.68,Yes,Wallet,8.0,2.8,Returned
889,1/19/2024,47.0,Fashion,21133.52,No,UPI,1.0,2.0,Delivered
890,9/28/2024,48.0,Beauty,16065.97,Yes,Card,1.0,2.7,Returned
891,2/2/2024,55.0,Electronics,16814.7,Yes,COD,10.0,2.1,Returned
892,11/3/2024,56.0,Books,4250.31,No,Wallet,1.0,2.8,Returned
893,4/23/2024,53.0,Home & Kitchen,8204.24,Yes,Wallet,5.0,4.0,Returned
894,8/19/2024,19.0,Fashion,8447.96,Yes,COD,10.0,2.4,Returned
895,4/26/2024,45.0,Home & Kitchen,24561.86,Yes,Wallet,3.0,1.6,Delivered
896,1/24/2024,22.0,Home & Kitchen,3552.0,No,COD,9.0,3.5,Delivered
897,6/16/2024,46.0,Home & Kitchen,12563.8,No,UPI,10.0,2.5,Returned
898,8/29/2024,57.0,Electronics,19110.16,No,COD,9.0,3.3,Delivered
899,5/1/2024,58.0,Sports,1412.14,No,COD,10.0,2.9,Returned
900,7/8/2024,46.0,Sports,4379.69,No,Card,10.0,3.7,Returned
901,8/17/2024,32.0,Sports,4986.39,Yes,Card,6.0,2.5,Returned
902,12/8/2024,53.0,Fashion,18016.54,No,Card,10.0,1.2,Cancelled
903,6/20/2024,24.0,Sports,14733.67,No,Wallet,6.0,2.7,Delivered
904,12/2/2024,35.0,Beauty,8535.16,No,Card,9.0,4.9,Returned
905,2/16/2024,51.0,Beauty,11446.03,Yes,COD,10.0,2.5,Returned
906,10/14/2024,41.0,Electronics,20309.26,No,Wallet,4.0,1.9,Cancelled
907,4/4/2024,52.0,Beauty,9692.76,Yes,COD,3.0,2.9,Cancelled
908,9/14/2024,38.0,Home & Kitchen,4102.03,Yes,Card,5.0,3.0,Delivered
909,5/8/2024,20.0,Books,10667.66,Yes,Card,3.0,1.8,Cancelled
910,2/27/2024,47.0,Electronics,21431.69,Yes,Card,6.0,2.9,Returned
911,9/21/2024,18.0,Electronics,23132.18,Yes,Wallet,7.0,1.3,Cancelled
912,2/18/2024,36.0,Home & Kitchen,4581.67,Yes,UPI,1.0,4.9,Returned
913,10/12/2024,51.0,Fashion,12686.06,No,UPI,9.0,2.5,Cancelled
914,12/21/2024,22.0,Books,11053.49,Yes,COD,1.0,3.8,Cancelled
915,4/27/2024,49.0,Sports,8986.42,Yes,Wallet,4.0,1.7,Returned
916,8/23/2024,48.0,Books,24803.23,No,Wallet,9.0,2.5,Delivered
917,4/9/2024,27.0,Sports,14806.78,Yes,COD,2.0,4.5,Returned
918,9/23/2024,33.0,Beauty,506.84,Yes,Wallet,5.0,3.5,Cancelled
919,1/31/2024,62.0,Books,6732.02,No,Wallet,10.0,1.8,Returned
920,10/31/2024,21.0,Beauty,20699.96,Yes,Wallet,1.0,2.1,Delivered
921,12/12/2024,30.0,Fashion,23532.52,No,COD,5.0,3.0,Cancelled
922,7/1/2024,65.0,Fashion,1855.58,Yes,UPI,8.0,2.0,Cancelled
923,7/17/2024,19.0,Beauty,7384.8,No,COD,10.0,1.9,Delivered
924,8/28/2024,18.0,Books,1953.34,Yes,Card,1.0,1.2,Cancelled
925,1/30/2024,42.0,Home & Kitchen,359.1,Yes,UPI,8.0,2.4,Cancelled
926,8/14/2024,25.0,Electronics,17821.3,Yes,UPI,6.0,4.1,Cancelled
927,5/22/2024,46.0,Electronics,14131.39,No,COD,1.0,2.4,Delivered
928,3/10/2024,51.0,Electronics,19873.56,No,Wallet,5.0,4.7,Returned
929,3/15/2024,51.0,Fashion,23424.65,No,UPI,3.0,3.8,Returned
930,6/17/2024,24.0,Home & Kitchen,3454.29,Yes,Card,6.0,4.7,Cancelled
931,7/4/2024,20.0,Beauty,3444.24,No,Wallet,7.0,2.2,Delivered
932,12/12/2024,61.0,Sports,8230.7,Yes,Card,10.0,3.5,Delivered
933,9/6/2024,20.0,Home & Kitchen,5282.17,No,UPI,3.0,3.3,Returned
934,1/14/2024,25.0,Books,19127.2,Yes,Card,7.0,4.3,Delivered
935,8/2/2024,57.0,Fashion,13911.24,No,COD,3.0,2.7,Returned
936,2/18/2024,62.0,Fashion,3080.85,No,UPI,5.0,2.9,Returned
937,4/12/2024,18.0,Books,22213.52,No,Wallet,6.0,3.6,Cancelled
938,3/9/2024,58.0,Fashion,5737.01,Yes,Wallet,1.0,3.9,Returned
939,5/1/2024,34.0,Books,4889.08,Yes,Card,2.0,2.4,Returned
940,1/16/2024,18.0,Electronics,21922.81,No,Wallet,2.0,1.4,Cancelled
941,7/21/2024,64.0,Sports,6880.43,Yes,Wallet,8.0,2.3,Returned
942,12/22/2024,20.0,Beauty,23345.26,Yes,UPI,5.0,2.8,Delivered
943,6/6/2024,44.0,Fashion,21818.88,Yes,Card,4.0,4.7,Returned
944,4/4/2024,53.0,Books,24274.11,Yes,Card,4.0,2.9,Delivered
945,5/22/2024,45.0,Electronics,9017.63,Yes,UPI,2.0,3.3,Returned
946,7/19/2024,45.0,Beauty,1699.78,No,COD,3.0,4.4,Delivered
947,8/28/2024,30.0,Fashion,3626.29,Yes,COD,7.0,4.1,Delivered
948,7/4/2024,26.0,Beauty,4121.88,No,Card,9.0,1.4,Delivered
949,12/17/2024,55.0,Home & Kitchen,2502.53,No,Wallet,1.0,1.3,Cancelled
950,6/29/2024,43.0,Beauty,697.82,No,Wallet,10.0,3.3,Returned
951,9/2/2024,20.0,Sports,1174.47,Yes,Wallet,3.0,4.9,Delivered
952,7/25/2024,24.0,Books,20948.81,No,COD,10.0,4.1,Cancelled
953,10/8/2024,41.0,Fashion,11733.13,No,COD,6.0,2.8,Returned
954,6/4/2024,21.0,Sports,13640.11,Yes,COD,10.0,1.3,Cancelled
955,1/1/2024,34.0,Electronics,21126.22,Yes,Card,7.0,3.1,Cancelled
956,9/22/2024,62.0,Home & Kitchen,3629.15,Yes,UPI,7.0,4.8,Cancelled
957,8/1/2024,51.0,Books,959.18,No,COD,8.0,4.7,Returned
958,10/15/2024,44.0,Electronics,9073.47,No,Card,7.0,4.4,Returned
959,11/17/2024,52.0,Sports,13854.66,No,Wallet,9.0,1.2,Returned
960,8/24/2024,40.0,Home & Kitchen,23065.87,Yes,UPI,1.0,4.3,Returned
961,10/17/2024,39.0,Beauty,18625.75,Yes,COD,3.0,2.2,Delivered
962,9/10/2024,30.0,Electronics,11594.03,No,Wallet,2.0,2.1,Delivered
963,12/13/2024,65.0,Home & Kitchen,2694.81,No,Wallet,5.0,2.5,Cancelled
964,6/5/2024,60.0,Sports,20845.2,No,COD,5.0,2.0,Delivered
965,11/19/2024,29.0,Electronics,1546.11,Yes,Card,2.0,2.8,Returned
966,11/28/2024,29.0,Electronics,11811.74,Yes,COD,7.0,4.4,Returned
967,5/11/2024,30.0,Home & Kitchen,20348.77,No,Card,4.0,1.3,Delivered
968,7/15/2024,30.0,Sports,14896.06,Yes,Wallet,4.0,4.1,Delivered
969,3/30/2024,61.0,Sports,13005.98,No,Wallet,4.0,4.2,Delivered
970,3/15/2024,47.0,Books,3185.14,No,UPI,9.0,3.9,Returned
971,9/25/2024,58.0,Electronics,24654.13,No,Wallet,3.0,2.0,Returned
972,10/27/2024,30.0,Electronics,15387.8,No,UPI,4.0,3.1,Cancelled
973,7/5/2024,58.0,Beauty,15801.21,Yes,Wallet,10.0,3.0,Returned
974,11/9/2024,56.0,Electronics,23707.44,Yes,Wallet,2.0,2.7,Returned
